,message,personal
42038,Oh okay. Nvm I try makin kite then!,personal
42039,Wat time going back hostel,personal
42040,Hey u returning 2day?,personal
42041,How many ppl confirmed,personal
42042,Oh when is the latest we can order,personal
42043,U wait for helicopter to pass 1st?,personal
42044,Must follow the guy!,personal
42045,Wth hardcore addict! I want other versions le,personal
42046,Can play one? Help install le,personal
42047,Lols Kk cya I going back now,personal
42048,Go cut hair 1st. Nth to do oso,personal
42049,No! I going someone. Los u slit wad hairstyle,personal
42050,Going for smo and sat?,personal
42051,I not sure tts why wanna ask u!,personal
42052,On my way,personal
42053,Ask timo!,personal
42054,Have,personal
42055,Can eat the bread?,personal
42056,Yay thks,personal
42057,Beautiful shot. Now move on. In the shadows,personal
42058,Nhsbe <#>  4,personal
42059,Nhsis <#>  3,personal
42060,Nhsvs <#>  2,personal
42061,Ps was sleeping,personal
42062,Set!,personal
42063,I eating outside. Later tell ya?,personal
42064,Eating in sch?,personal
42065,Eating in sch?,personal
42066,Okok,personal
42067,Titties msged me,personal
42068,I mean email the notes lols,personal
42069,See u,personal
42070,Oh fuck I 2moro nid meet lee wee yan at  <DECIMAL> !,personal
42071,But he said it quite long ago. Dammmmmm,personal
42072,I know! But he confirm twice I said ok to both. Emo,personal
42073,Mr lee is it possible for you to brief me earlier 2day?,personal
42074,Ya bring all!,personal
42075,Ok thks,personal
42076,Later  <#>  wan go math?,personal
42077,Where u,personal
42078,Bring the stuffs!,personal
42079,Waiting for eman cut hair. Now he going back sch le,personal
42080,Who coming,personal
42081,We at clementi mall now eating. Help u dabao?,personal
42082,Nop,personal
42083,Yes. Eh I nid to move my things out...,personal
42084,PS! We can say the concentration of the dye affects. Also thebackground creates interference that deflect the vortex. And usualstuff like TD affect vortex radius and MV affects stability,personal
42085,Later we go together. Come back,personal
42086,Oh yeaa!,personal
42087,Wcp. U? How's yh,personal
42088,Okok,personal
42089,Can't pangseh class,personal
42090,9 plus  <#> th plus,personal
42091,Ps was busy. Erm I will send to lim TT by tonight,personal
42092,Any plans later?,personal
42093,Help me collect if I nt therew,personal
42094,<DECIMAL>,personal
42095,Honors B+Major A,personal
42096,Art B+Chem A-English next semester,personal
42097,I dun tink so. Ps going back soon,personal
42098,Ya have alr. Difficult,personal
42099,U can try reading the notes,personal
42100,Mr lim I forgot if I signed up for SAT. Can you please help me check?,personal
42101,At hm alr,personal
42102,Lols! Cus u continued feeding it rite,personal
42103,Wtf den can work?,personal
42104,Oh we share the book?,personal
42105,Oh okay thks!,personal
42106,Who is this,personal
42107,I did not collect it. I tink my senior helped me to,personal
42108,Hey Monica did u help to collect our bibs?,personal
42109,Oh the person frm legs n paddles said they gave me my bin wrongly,personal
42110,"Hi weicheng, shihwan frm nus canoeing club, we hav gave one of urteam bibs wrongly, ur num should b  <#> , bt we gave u  <#> , so, wenid to change the bibs.. Sry for the inconveniences caused",personal
42111,Oh so do I still nid to change?,personal
42112,Ok thks,personal
42113,Sent to ur @live.com.sg,personal
42114,I can't find ur flight no,personal
42115,Nvm found,personal
42116,Okok,personal
42117,Where are u,personal
42118,U not at home?,personal
42119,Lame,personal
42120,2moro wan go sentosa volleyball,personal
42121,Weds  <DECIMAL>  to  <#>,personal
42122,Go for arp wat thing,personal
42123,Oh. Ya I saw le. Sianz this week my only free week,personal
42124,Btw smo also sure can't get anything.g de. Almost all question also dunno,personal
42125,Free?? Lols wat time,personal
42126,Oh ps afternoon I can't make it.,personal
42127,Ya sure! At Changi hospital?,personal
42128,Okay set!,personal
42129,Ya going sentosa wat,personal
42130,So meet where wat time,personal
42131,Kk,personal
42132,Thks!,personal
42133,Imma going sentosa now. Bout 9 plus come back,personal
42134,West raining?! Wtf,personal
42135,Zzz if rain do wad siaz,personal
42136,Orh u change settings to rainy day,personal
42137,Going sentosa,personal
42138,Yaya. Bout 7,personal
42139,Side gate frq. Ya nid formal,personal
42140,Tie I not sure. Just bring in case,personal
42141,Lols nvm la I bring for you,personal
42142,I book u on  <#>   <#>   <#> .,personal
42143,Go yh house,personal
42144,I book u on  <#>   <#>   <#> . Go yh hse,personal
42145,Really! Set not?,personal
42146,3 days at nite,personal
42147,Bring change luh. Eh camp  <#>  just end you gonna go overseas you shitting me,personal
42148,Guai lan ))))))':,personal
42149,Lols I dunno le. Argh boring life,personal
42150,Alright!,personal
42151,Just got latest update..dunno if it's suppose to be good news.Overseas trip on  <#>  to  <#> .Frm sohjie. ALRIGHT!,personal
42152,Be a bad boy. Be rebellious,personal
42153,Ya I free next week :),personal
42154,Ps. Clementi now,personal
42155,Got buy breakfast?,personal
42156,Waa emo. Where u now,personal
42157,Kk reaching in 5 mins. Meet at boarding office!,personal
42158,Imma there alr,personal
42159,Anything on 2day?,personal
42160,Lols nvm,personal
42161,2day u free?,personal
42162,Sianzz,personal
42163,Hey when can go ur hse swim and play ping pong agn,personal
42164,Lols when,personal
42165,Okok msg me,personal
42166,"Ye but running, not kayaking",personal
42167,Katong?,personal
42168,Clementi lols. Normally hawker centre nicer,personal
42169,I usually go west coast plaza eat. Got Thai Korean food. Notbad,personal
42170,Okay lo,personal
42171,2nite give u? I outside.. thks!,personal
42172,Yep,personal
42173,Hahas its ok,personal
42174,Wat time is SAT,personal
42175,How? Nid being wat ar,personal
42176,I asked 1st! Eh I may b kayaking le ^^,personal
42177,"Korean! Wat time is SAT, nid bring wad?",personal
42178,Can help cheat?,personal
42179,Ok :),personal
42180,Wat time coming my hse 2moro,personal
42181,Rly? Tot coming cus lnp,personal
42182,Oh izzit. Anything lo,personal
42183,Lols k,personal
42184,Hey proper footwear for kayaking means Booties?,personal
42185,Ok thks! Ons still out. Send u by 2nite thks,personal
42186,Hey 2moro how u going school,personal
42187,Yea can fetch me? Nid GC or scientific calc. Eh I go ur hse denchange sch uniform? At home no uniform lols...,personal
42188,Remind u wad Oo,personal
42189,Oh Okok,personal
42190,Okay!,personal
42191,Can't got exam...,personal
42192,Ps. It's  <#> . Nid photocopy?,personal
42193,No nid photocopy anything?,personal
42194,Ok thks :),personal
42195,U go prep course nvr go SAT?,personal
42196,I dun tink so...,personal
42197,Nvm la u stay lo? My parents won't allow la,personal
42198,My hse got direct bus... go ramp take  <#>   <#>   <#>,personal
42199,Tamp!,personal
42200,Ps swimming. Erm get back to u in awhile,personal
42201,Why le?,personal
42202,Wat movie wat time where,personal
42203,Before  <#>  bah,personal
42204,After legs and paddles,personal
42205,Oh u not going home? Wat time can go Oo,personal
42206,Oh okay! I find I aft tt?,personal
42207,Lols go up and find?,personal
42208,Ok thks!,personal
42209,At home. Reaching at  <DECIMAL> . U?,personal
42210,I know! It was pouring tis morning.. anyone there yet?,personal
42211,Lols! Sj going himself. Not wif me,personal
42212,He come for wad? Trackers running? Oo,personal
42213,I see. Waa got lightning le. Later cancelled,personal
42214,Ya they volunteer! Later kayaking can see Joel :) imma reaching le,personal
42215,No nid pair lols he is safety kayaker,personal
42216,Help yeah,personal
42217,I dunno! Faster come,personal
42218,At the bedok reservior carpark.,personal
42219,Dun wuss!,personal
42220,My legs dun give a shit. My arms excited,personal
42221,Hahas thks too for being in charge,personal
42222,The thing keep postponing. We ended up watching movie. Did a lot ppl quit?,personal
42223,Rly? I tot postponed till 3 pm,personal
42224,Waa wat the shit. Ms lee say go back cus postponed till 3 still notconfirmed... emo,personal
42225,Ya dinner.,personal
42226,I still at redhill... 2day left very early the train still so slow lols,personal
42227,U finding lim TT first?,personal
42228,Hahas Okok!,personal
42229,Yep on  <#>  le,personal
42230,Hey u at home? Can I go collect ur house?,personal
42231,Bout 8 plus to 9 can?,personal
42232,On my way now!,personal
42233,Man vs wild now!,personal
42234,Sahara desert. S5 ep 1,personal
42235,Hes drinking pee now. Ttyl,personal
42236,Nop he pee into t shirt and squeezed to drink,personal
42237,Right after this at  <#> th got survivorman :D,personal
42238,I reachedd. Where u,personal
42239,Noodles?,personal
42240,Noooooooooo,personal
42241,Dles,personal
42242,Thks DADDY,personal
42243,Ya... mine like everyday. U le?,personal
42244,Ya everyday wake up 7. Zzz plus travel fare. Mine just ended le,personal
42245,Ya la... eh where u now? U wan go eat,personal
42246,Lols my dad overseas agn. Eh holiday till when ar?,personal
42247,Eh keep  <#> rd free got shaohao day.,personal
42248,Just topped up  <#>,personal
42249,I wanna try ask for day off. Cus the ppl probably go hm at nite,personal
42250,Where u now?,personal
42251,On my way hm. Tot u at home wanted buy u bubble tea. Too bad,personal
42252,See 1st.,personal
42253,TLC channel now quite nice,personal
42254,A baseball guy going round globe learning all kinda sports. This epis wrestling,personal
42255,Hahas np,personal
42256,Ps busy,personal
42257,Eh u too both packets of milo ar,personal
42258,I put 2 yest! Now no more,personal
42259,Lols raffles place. You?,personal
42260,Wat the? So early for wad,personal
42261,I see. Reached clementi alr,personal
42262,Where ya Oo,personal
42263,Kk wait for u at stairs entrance,personal
42264,Tis week no volleyball?,personal
42265,Ok I try. Time?,personal
42266,Lols imma eating now. Mayb later,personal
42267,Ps bathing. Sianz tonight Nth mch to watch,personal
42268,Okay,personal
42269,Hey where ya,personal
42270,Lols okay nvm,personal
42271,Ps I 2moro can't go,personal
42272,Ps I 2moro can't go,personal
42273,Send me ur flight details?,personal
42274,Yea its okay. U weren't late yest,personal
42275,Wth father day 3rd Sunday of june,personal
42276,Hey so is it on  <#> rd,personal
42277,Wahh pangsehhhhhhhhh,personal
42278,Lol jkjk I was using AYE msg as template,personal
42279,Yea enjoy while we can,personal
42280,Next week 1 3 5 free. Sentosa on any one,personal
42281,Next week 1 3 5 free. Sentosa on any one,personal
42282,I nid ask my mentor off day see if can,personal
42283,Yep :D,personal
42284,Who else?,personal
42285,Oh ps. Nxt week can ask sx Dylan to bball,personal
42286,Hey Roy ask if u wan play bball nxt week?,personal
42287,Hey Roy ask if u wan play bball nxt week?,personal
42288,Eh pinky bro I  <#> kg alr! ^^,personal
42289,I nvr train for 2 weeks! Everyday ARP frm 9 to 5 ==,personal
42290,Nxt week mentor overseas I 1 3 5 free. I everyday eat nid food till fat lols,personal
42291,I wanna watch the horror movie u posted on Facebook. Go as odacouting? Lols u no training meh?,personal
42292,Okay lols I go gym now ttyl,personal
42293,Lols the desert episode? Ya his jumps and leaps v nice too,personal
42294,Lols he is buff not ripped right,personal
42295,Looks like insects gave him lotsa protein eh,personal
42296,Hey imma watching movie now. Ttyl,personal
42297,Yea smart!,personal
42298,On my bus back,personal
42299,wfnu9p4q,personal
42300,Lols jus gymed yest . 2moro going swimming ps. Eh like no one wanwatch movie liddat,personal
42301,I swimming at tampines. Okay I dun mind weds watch?,personal
42302,Pri sch fren lols. Anytime jus not too late!,personal
42303,Weds free watch LADDALAND?,personal
42304,Set cya!,personal
42305,Waa Emo.. ask ryan?,personal
42306,Hmmm I not sure jio who... eh weds after movie gym?,personal
42307,Set! Dun disappoint me,personal
42308,Ok but not so early,personal
42309,Bout 2,personal
42310,Haven't reach yet lols,personal
42311,Kk,personal
42312,Reached,personal
42313,Excited! 9 pm man vs wild,personal
42314,Yep!,personal
42315,Bring 2moro do!,personal
42316,.... I tot s5 ep2 sia,personal
42317,Wts...,personal
42318,Emo no have channel,personal
42319,Reached :),personal
42320,Emo loo dao me...,personal
42321,Waa okay not... food poisoning ar?,personal
42322,<#>   <#>   <#> . But not sure he confirmed not,personal
42323,Bruddah u book Joel and me den on not?,personal
42324,Eh take care! Drink up and dun lose too mch weight!,personal
42325,Wat the. I wonder wat u have been doing man,personal
42326,Got see doc? I tink u Rly food poison sia,personal
42327,Ya I free 2moro. Yh nvr say do wad le.... dunno still on not,personal
42328,I that time also fever vomit. So shld be ba. I mayb go find yh or gymwif fren lo. U shld rest now la,personal
42329,Yea np. Nxt time den go watch!,personal
42330,Wait for him reply lo. BTW I tis week only Tues thurs nid go. Mymentor overseas,personal
42331,Wat time? Who going,personal
42332,Okay!,personal
42333,I see 1st k?,personal
42334,Thks! Sx Ryan will go rite?,personal
42335,Alright sounds awesomez.e. but I only Fri free this week ...,personal
42336,:)) can ask roy too?,personal
42337,Erm... we can... swim!,personal
42338,Ya hmmm. Book everything! Gym also can,personal
